Player,Class,Season,Position,School,Games,FG,2P,3P,FT,TRB,AST,STL,BLK,PTS,Picked
Trajan Langdon\trajan-langdon-1,ACC,5,,Duke,27,45,49,42,87,77,51,24,5,394,1
Greg Gantt\greg-gantt-1,Sun Belt,4,,Florida Atlantic,30,43,50,37,74,104,31,22,2,493,0
Kevin Granger\kevin-granger-1,SWAC,4,,Texas Southern,27,48,51,31,76,144,119,34,2,492,0
Ben Smith\ben-smith-1,A-Sun,4,,Jacksonville,31,40,45,35,81,104,128,57,3,492,0
Jamel Thomas\jamel-thomas-1,Big East,4,,Providence,31,41,45,34,73,183,60,40,10,492,0
Luke Jackson\luke-jackson-1,Pac-10,4,,Oregon,31,46,49,40,85,186,106,40,9,492,1
A.J. Abrams\aj-abrams-1,Big 12,4,,Texas,36,41,42,40,87,81,66,44,2,492,0
Jamarco Warren\jamarco-warren-1,Big South,4,,Charleston Southern,30,40,45,37,79,83,84,38,1,492,0
Randy Foye\randy-foye-1,Big East,4,,Villanova,32,40,44,33,78,156,104,49,13,491,1
Ken Horton\ken-horton-1,NEC,5,,Central Connecticut State,23,50,58,34,81,168,36,27,39,393,0
Craig Thames\craig-thames-1,MAC,4,,Toledo,28,49,55,36,77,173,91,51,13,491,0
Sheldon McClellan\sheldon-mcclellan-1,Total,5,,Total,28,45,53,34,82,106,36,26,4,392,0
Brian Roberts\brian-roberts-1,A-10,4,,Dayton,31,45,46,44,85,92,87,15,3,490,0
Bobby Brown\bobby-brown-1,Big West,4,,Cal State Fullerton,29,43,48,37,79,71,129,38,3,490,0
Ricky Harris\ricky-harris-1,A-10,4,,Massachusetts,32,42,49,35,74,78,53,37,3,490,0
Salim Stoudamire\salim-stoudamire-1,Pac-10,4,,Arizona,32,47,49,46,87,70,64,24,2,490,1
Tim Gill\tim-gill-1,Total,4,,Oral Roberts,28,48,52,44,82,76,94,43,9,489,0
Stephan Hicks\stephen-hicks-1,Big West,4,,Cal State Northridge,30,49,51,30,81,199,34,38,8,489,0
Shabazz Napier\shabazz-napier-1,Total,4,,Connecticut,35,41,44,38,81,144,161,62,7,489,1
Reggie Freeman\reggie-freeman-1,Total,4,,Texas,30,39,44,33,74,161,76,48,8,489,0
Paul Haynes\paul-haynes-1,SWAC,4,,Grambling,28,44,49,31,74,212,35,18,6,489,0
George Evans\george-evans-1,CAA,4,,George Mason,29,57,57,NaN,57,238,56,54,52,488,0
Eric Maynor\eric-maynor-1,CAA,4,,Virginia Commonwealth,32,45,48,36,79,110,168,42,5,488,1
Melvin Ely\melvin-ely-1,WAC,4,,Fresno State,31,58,58,NaN,65,231,34,24,90,487,1
Ben Uzoh\ben-uzoh-1,CUSA,4,,Tulsa,35,45,51,35,78,176,106,40,24,487,0
Kiwane Garris\kiwane-garris-1,Big Ten,4,,Illinois,29,41,44,36,83,96,125,40,0,487,0
Ike Diogu\ike-diogu-1,Pac-10,3,,Arizona State,30,57,59,37,79,267,37,13,51,648,1
Kellen Dunham\kellen-dunham-1,Total,4,,Butler,33,41,44,38,84,97,43,20,4,486,0
Justin Gray\justin-gray-1,ACC,4,,Wake Forest,30,40,43,37,81,99,95,34,1,486,0
Ryan Minor\ryan-minor-1,Big 8,4,,Oklahoma,29,46,50,36,80,191,56,47,17,486,1
Reece Gaines\reece-gaines-1,CUSA,4,,Louisville,31,45,50,38,75,106,118,48,7,486,1
Anthony Drmic\anthony-drmic-1,MWC,5,,Boise State,26,43,53,35,75,121,48,24,3,388,0
Lawrence Roberts\lawrence-roberts-1,Total,4,,Total,29,46,48,30,66,293,44,47,28,485,1
Demond Mallet\demond-mallet-1,Southland,5,,McNeese State,23,43,49,38,82,61,54,44,2,388,0
Sindarius Thornwell\sindarius-thornwell-1,SEC,4,,South Carolina,33,39,42,33,77,171,97,49,19,485,1
Steven Smith\steven-smith-1,A-10,4,,La Salle,26,46,50,32,80,218,45,32,18,485,0
Matt Howard\matt-howard-1,Horizon,4,,Butler,35,51,54,37,78,221,37,28,32,484,0
Marcelus Kemp\marcelus-kemp-1,WAC,5,,Nevada,26,44,48,38,82,98,52,14,5,387,0
Darryl Proctor\darryl-proctor-1,Total,5,,Total,24,48,48,0,69,198,36,39,10,387,0
Edwin Ubiles\edwin-ubiles-1,MAAC,4,,Siena,32,50,53,34,67,140,68,39,23,484,0
Tim Williams\tim-williams-3,Total,5,,Total,23,58,58,0,70,170,23,24,26,387,0
Anthony Stacey\anthony-stacey-1,MAC,5,,Bowling Green State,24,50,52,32,76,152,47,45,8,387,0
Stephen Croone\stephen-croone-1,Southern,4,,Furman,30,44,52,30,74,117,96,44,7,484,0
Damian Lillard\damian-lillard-1,Big Sky,4,,Weber State,26,45,49,39,87,111,90,32,4,483,1
Rayvonte Rice\rayvonte-rice-1,Total,5,,Total,24,43,49,31,73,140,40,41,14,386,0
Keith Veney\keith-veney-1,Total,5,,Total,22,40,38,40,74,56,35,20,0,386,0
David Bailey\david-bailey-1,Total,4,,Loyola (IL),29,40,46,29,76,103,145,43,1,483,0
James Daniel\james-daniel-1,MEAC,4,,Howard,22,37,39,34,83,51,54,38,2,483,0
Matthew Dellavedova\matthew-dellavedova-1,WCC,4,,Saint Mary's (CA),34,41,45,38,86,117,192,37,1,483,0
Kenny Thomas\kenny-thomas-1,WAC,4,,New Mexico,30,54,57,35,74,258,65,28,59,482,1
Shelden Williams\shelden-williams-1,ACC,4,,Duke,34,57,57,33,69,315,29,40,105,482,1
Felipe Lopez\felipe-lopez-1,Big East,4,,St. John's (NY),28,41,47,30,65,165,68,33,15,481,1
Keith Gabriel\keith-gabriel-1,Big South,4,,Virginia Military Institute,31,42,53,33,68,95,42,53,24,481,0
Kareem Townes\kareem-townes-1,MW Coll,3,,La Salle,27,39,45,34,76,91,50,65,6,641,0
Keith Bogans\keith-bogans-1,SEC,4,,Kentucky,33,44,53,34,69,138,78,38,3,480,1
Tee Trotter\tee-trotter-1,MEAC,4,,Maryland-Eastern Shore,27,37,38,35,81,61,71,23,1,480,0
Bryce Alford\bryce-alford-1,Pac-12,4,,UCLA,35,41,41,40,83,97,134,26,2,480,0
Ray Allen\ray-allen-1,Big East,3,,Connecticut,33,49,51,45,78,200,79,53,13,640,1
Randy Bolden\randy-bolden-1,SWAC,4,,Texas Southern,26,35,39,31,75,86,58,33,1,480,0
Devin Brown\devin-brown-1,Southland,4,,Texas-San Antonio,26,41,47,31,73,187,70,46,10,480,0
Evan Bradds\evan-bradds-1,OVC,4,,Belmont,32,67,68,33,70,230,53,14,6,480,0
Josh Hart\josh-hart-1,Big East,4,,Villanova,36,51,59,38,72,203,66,40,10,480,1
Ian Clark\ian-clark-1,Total,4,,Belmont,33,48,56,42,81,95,72,40,6,480,0
Drew Crawford\drew-crawford-1,Big Ten,5,,Northwestern,28,43,50,35,72,142,57,23,19,384,0
Mardy Collins\mardy-collins-1,A-10,4,,Temple,31,40,46,29,62,142,99,72,7,479,1
JaJuan Johnson\jajuan-johnson-1,Big Ten,4,,Purdue,35,50,51,20,75,213,23,23,65,479,1
D'Vauntes Smith-Rivera\dvauntes-smith-rivera-1,Big East,4,,Georgetown,32,42,48,36,83,128,96,41,5,479,0
Adrian Oliver\adrian-oliver-2,Total,5,,Total,23,43,45,37,83,95,56,18,8,383,0
Tyson Wheeler\tyson-wheeler-1,A-10,4,,Rhode Island,31,41,46,37,70,88,178,51,1,479,1
Anthony Beane\anthony-beane-1,MVC,4,,Southern Illinois,32,43,47,36,77,98,47,36,4,479,0
Kenny Hasbrouck\kenny-hasbrouck-1,MAAC,4,,Siena,32,44,47,37,74,109,82,62,4,479,0
Damion James\damion-james-1,Big 12,4,,Texas,35,48,51,36,64,329,40,34,40,479,1
Augustine Rubit\augustine-rubit-1,Sun Belt,4,,South Alabama,29,50,51,28,72,295,31,17,34,479,0
Rodney Green\rodney-green-1,A-10,4,,La Salle,30,46,50,30,71,154,97,46,6,478,0
Nolan Smith\nolan-smith-1,ACC,4,,Duke,35,45,48,37,80,99,101,35,4,478,1
Martin Zeno\martin-zeno-1,Big 12,4,,Texas Tech,32,47,48,28,76,156,100,42,12,478,0
Derrick Marks\derrick-marks-1,MWC,4,,Boise State,31,47,49,40,79,113,92,47,12,478,0
Javonte Green\javonte-green-1,Big South,4,,Radford,33,52,54,24,66,266,35,60,22,477,0
Jeff Nordgaard\jeff-nordgaard-1,Total,4,,Green Bay,30,56,57,30,75,175,59,26,12,477,1
Kendall Anthony\kendall-anthony-1,A-10,4,,Richmond,33,42,44,39,81,50,59,25,0,477,0
T.J. Cline\tj-cline-1,Total,5,,Total,27,52,62,35,65,144,79,19,4,381,0
Kyle Wiltjer\kyle-wiltjer-1,Total,5,,Total,29,49,53,42,82,134,38,9,17,381,0
Russ Smith\russ-smith-1,Total,4,,Louisville,33,41,45,35,76,89,94,64,2,477,1
Rasaun Young\rasaun-young-1,Total,5,,Buffalo,22,47,51,22,68,106,48,34,3,381,0
Preston Shumpert\preston-shumpert-1,Big East,4,,Syracuse,33,44,48,38,79,147,45,46,11,476,0
Cory Carr\cory-carr-1,Total,4,,Texas Tech,28,43,49,36,80,102,56,20,4,476,1
Keith Benson\keith-benson-1,Summit,4,,Oakland,33,56,56,29,68,275,23,17,92,475,1
Mike Wozniak\mike-wozniak-1,Big West,4,,Cal Poly,28,41,45,38,86,76,59,31,1,475,0
Rodney Carney\rodney-carney-1,CUSA,4,,Memphis,33,41,47,36,72,162,38,33,32,475,1
Patrick Miller\patrick-miller-2,OVC,4,,Tennessee State,31,42,46,32,73,122,130,49,5,475,0
Brandon Young\brandon-young-1,Big East,4,,DePaul,31,43,49,29,72,99,130,47,5,474,0
Luke Nevill\luke-nevill-1,MWC,4,,Utah,31,58,58,NaN,73,235,39,13,51,474,0
Jeffery Taylor\jeffery-taylor-1,SEC,4,,Vanderbilt,33,48,52,35,69,188,63,36,15,474,0
Garret Covington\garret-covington-1,Summit,4,,Western Illinois,28,41,44,39,83,117,65,25,4,474,0
Keith McLeod\keith-mcleod-1,MAC,4,,Bowling Green State,27,43,44,40,79,88,76,44,3,473,0
Karl Cochran\karl-cochran-1,Southern,4,,Wofford,33,39,43,34,69,164,80,56,25,473,0
Jack Leasure\jack-leasure-1,Big South,4,,Coastal Carolina,29,43,48,40,84,89,88,37,1,473,0
Brendan Winters\brendan-winters-1,Southern,4,,Davidson,29,44,48,41,80,153,60,24,4,473,0
Derrick Dial\derrick-dial-1,MAC,4,,Eastern Michigan,30,48,55,37,77,173,60,31,14,472,1
Matt Freije\matt-freije-1,SEC,4,,Vanderbilt,30,45,50,35,79,147,28,19,17,472,1
Jamie Roberts\jamie-roberts-1,OVC,4,,Tennessee State,28,42,49,36,79,115,52,39,2,472,0
Tony Delk\tony-delk-1,SEC,4,,Kentucky,33,47,55,39,71,117,52,50,11,472,1
Sherron Collins\sherron-collins-1,Big 12,4,,Kansas,35,44,49,38,81,84,138,36,1,472,0
Vincent Rainey\vincent-rainey-1,OVC,4,,Murray State,28,46,49,33,76,161,46,44,9,472,0
Antwan Carter\antwan-carter-1,Ind,4,,Longwood,30,54,57,27,67,252,32,25,22,471,0
Lenny Brown\lenny-brown-1,A-10,4,,Xavier,30,43,48,37,74,113,96,60,10,471,0
Frank Mason\frank-mason-1,Big 12,4,,Kansas,36,45,47,42,76,125,144,41,2,471,1
Robert O'Kelley\robert-okelley-1,ACC,4,,Wake Forest,31,39,43,36,72,63,65,21,1,471,0
Braylon Rayson\braylon-rayson-1,MAC,4,,Central Michigan,31,40,45,35,81,106,58,32,0,471,0
Deonta Vaughn\deonta-vaughn-1,Big East,4,,Cincinnati,32,40,47,34,80,111,127,43,1,471,0
Elijah Wilson\elijah-wilson-1,Total,4,,Coastal Carolina,35,39,44,34,71,128,33,29,6,471,0
Ty Greene\ty-greene-1,A-Sun,4,,South Carolina Upstate,32,41,44,38,76,94,82,50,4,471,0
Desmar Jackson\desmar-jackson-1,Total,5,,Total,25,46,52,27,74,113,50,48,11,376,0
Sam Young\sam-young-1,Big East,4,,Pittsburgh,35,50,54,35,69,178,34,29,27,471,1
Treveon Graham\treveon-graham-1,Total,4,,Virginia Commonwealth,35,43,48,35,69,201,49,27,7,470,0
Danny Fortson\danny-fortson-1,Total,3,,Cincinnati,33,56,57,0,74,291,39,30,13,627,1
James Woodard\james-woodard-1,Total,4,,Tulsa,32,42,49,36,74,179,59,31,8,470,0
Luke Recker\luke-recker-1,Big Ten,5,,Total,23,45,49,39,81,89,63,36,7,376,0
C.J. Wilcox\cj-wilcox-1,Total,4,,Washington,32,43,48,39,83,110,53,28,24,470,1
Khallid Hart\khallid-hart-1,MAAC,4,,Marist,27,44,50,36,82,75,60,34,3,469,0
Michael Redd\michael-redd-1,Big Ten,3,,Ohio State,32,45,49,32,65,197,79,49,3,626,1
Blake Schilb\blake-schilb-1,Horizon,4,,Loyola (IL),29,47,55,36,81,150,107,39,18,469,0
Ryan Thompson\ryan-thompson-2,MAAC,4,,Rider,32,47,52,36,78,183,98,47,11,469,0
John Lucas\john-lucas-2,Big 12,4,,Total,31,45,51,38,87,80,133,38,0,469,0
Gerald Robinson\gerald-robinson-2,Total,5,,Total,25,45,50,32,76,83,80,39,2,375,0
Kenny Adeleke\kenny-adeleke-1,Total,5,,Total,23,51,52,0,61,240,18,22,24,375,0
Marqus Blakely\marqus-blakely-1,AEC,4,,Vermont,32,57,58,17,60,261,75,56,63,468,0
Jeremy Chappell\jeremy-chappell-1,NEC,4,,Robert Morris,31,47,55,36,77,170,84,66,19,468,0
Derek Needham\derek-needham-1,MAAC,4,,Fairfield,32,38,43,33,72,101,134,48,3,468,0
Daniel Kickert\daniel-kickert-1,WCC,4,,Saint Mary's (CA),30,50,53,44,82,168,26,13,19,468,0
Ray Lee\ray-lee-2,MAC,5,,Eastern Michigan,27,42,46,35,80,43,48,33,2,374,0
Jamal Olasewere\jamal-olasewere-1,NEC,4,,Long Island University,32,51,54,27,66,240,41,42,26,468,0
Trevor Releford\trevor-releford-1,SEC,4,,Alabama,33,48,55,36,81,104,98,65,2,468,0
Julius Jenkins\julius-jenkins-1,Southern,4,,Georgia Southern,27,42,46,36,74,110,74,43,4,467,0
Marcus Paige\marcus-paige-1,ACC,4,,North Carolina,35,41,44,37,85,99,150,50,8,467,1
B.B. Waldon\bb-waldon-1,CUSA,4,,South Florida,29,52,55,36,51,232,57,53,18,467,0
Kyle Weems\kyle-weems-1,MVC,4,,Missouri State,33,44,48,38,79,211,49,36,28,467,0
Adam Morrison\adam-morrison-1,WCC,3,,Gonzaga,31,50,55,36,76,161,62,22,11,622,1
Saah Nimley\saah-nimley-1,Big South,4,,Charleston Southern,28,37,40,34,77,106,127,28,1,466,0
Adrian Peterson\adrian-peterson-1,Total,4,,Oklahoma State,30,44,49,39,78,143,51,33,3,466,0
Darius Rice\darius-rice-1,Big East,4,,Miami (FL),29,40,46,35,77,166,35,32,19,466,0
Rotnei Clarke\rotnei-clarke-1,Total,5,,Total,25,43,45,41,86,63,41,22,1,372,0
Nate Holmstadt\nate-holmstadt-1,Big Sky,4,,Montana State,29,54,56,30,75,196,49,13,20,466,0
Eric Channing\eric-channing-1,Total,4,,New Mexico State,31,46,47,45,85,96,59,28,4,465,0
Adam Haluska\adam-haluska-1,Total,5,,Total,25,42,49,36,84,109,48,27,7,372,1
Andre Barrett\andre-barrett-1,Big East,4,,Seton Hall,30,41,47,35,77,111,165,43,2,465,0
Lazar Hayward\lazar-hayward-1,Big East,4,,Marquette,34,45,50,36,79,227,30,39,10,464,1
Aaric Murray\aaric-murray-1,Total,5,,Total,25,48,51,35,73,176,29,21,55,371,0
Darius Songaila\darius-songaila-1,ACC,4,,Wake Forest,32,51,52,38,83,203,57,35,24,464,1
Aaron White\aaron-white-3,Big Ten,4,,Iowa,35,52,57,28,77,225,47,37,21,464,1
Lonny Baxter\lonny-baxter-1,ACC,4,,Maryland,34,55,55,0,60,249,24,30,56,464,1
Elias Harris\elias-harris-1,WCC,4,,Gonzaga,33,52,55,35,72,244,44,30,18,464,0
Nigel Hayes\nigel-hayes-1,Big Ten,4,,Wisconsin,37,45,48,33,66,200,79,33,16,464,0
Brandon Bowdry\brandon-bowdry-1,MAC,5,,Eastern Michigan,25,45,48,30,66,201,34,23,7,371,0
Whit Holcomb-Faye\whit-holcomb-faye-1,Big South,4,,Radford,26,38,40,33,76,76,104,33,2,464,0
Kenny Sykes\kenny-sykes-1,SWAC,3,,Grambling,26,46,49,37,75,113,83,45,3,617,0
MoMo Jones\lamont-jones-1,Total,4,,Total,33,44,49,31,84,80,87,31,1,462,0
Matt Carroll\matt-carroll-1,Big East,4,,Notre Dame,33,44,50,39,83,142,78,29,6,462,0
Ladrell Whitehead\ladrell-whitehead-1,Total,5,,Total,20,39,42,36,78,72,72,39,2,370,0
Omar Samhan\omar-samhan-1,WCC,4,,Saint Mary's (CA),33,54,55,0,70,276,35,12,64,462,0
Wally Szczerbiak\wally-szczerbiak-1,MAC,4,,Miami (OH),26,51,56,43,81,166,57,21,19,461,1
Toby Bailey\toby-bailey-1,Pac-10,4,,UCLA,32,46,52,34,67,167,114,34,12,461,1
Malcolm Hill\malcolm-hill-1,Big Ten,4,,Illinois,34,43,48,35,80,161,70,30,9,461,0
Carl Jones\carl-jones-2,A-10,4,,Saint Joseph's,31,40,44,35,75,86,85,30,2,461,0
George Beamon\george-beamon-1,MAAC,5,,Manhattan,24,44,47,35,78,126,27,32,8,368,0
Frank Gaines\frank-gaines-1,Summit,4,,IPFW,30,44,49,32,74,140,28,32,15,460,0
Casper Ware\casper-ware-1,Big West,4,,Long Beach State,32,40,44,35,79,83,136,51,3,460,0
DaShaun Wood\dashaun-wood-1,Horizon,4,,Wright State,29,44,47,35,79,139,113,50,4,460,0
Lamont Long\lamont-long-1,Total,4,,New Mexico,31,45,49,35,79,174,75,46,0,460,0
Othella Harrington\othella-harrington-1,Big East,4,,Georgetown,33,56,56,0,73,245,34,26,50,459,1
Tyrone Lewis\tyrone-lewis-1,MAAC,4,,Niagara,29,38,43,34,74,130,56,62,19,459,0
Terrell McIntyre\terrell-mcintyre-1,ACC,4,,Clemson,31,42,46,37,79,85,144,48,1,459,0
Le'Bryan Nash\lebryan-nash-1,Big 12,4,,Oklahoma State,31,46,49,19,75,159,54,19,18,459,0
Jason Perez\jason-perez-1,MVC,4,,Wichita State,29,45,49,38,77,164,74,55,5,459,0
Julius Brown\julius-brown-2,MAC,4,,Toledo,32,42,47,34,81,80,173,35,5,459,0
Osiris Eldridge\osiris-eldridge-1,MVC,4,,Illinois State,33,41,45,37,75,170,67,45,9,459,0
Kevin Martin\kevin-martin-1,Southern,3,,Western Carolina,26,46,54,35,84,118,44,44,10,612,1
Clayton Shields\clayton-shields-1,WAC,4,,New Mexico,32,47,54,41,70,189,49,27,15,459,0
Brian Ehlers\brian-ehlers-1,Patriot,4,,Lafayette,29,45,49,35,84,143,76,39,8,459,0
Matt Janning\matt-janning-1,CAA,4,,Northeastern,32,42,47,34,75,133,88,42,6,459,0
Jerome Randle\jerome-randle-1,Pac-10,4,,University of California,33,45,49,41,88,75,131,22,0,458,0
Tony Stanley\tony-stanley-1,A-10,4,,Dayton,31,40,44,35,77,153,49,43,9,458,0
Bernard Thompson\bernard-thompson-2,A-Sun,4,,Florida Gulf Coast,33,43,48,36,71,155,61,65,4,458,0
Michael Young\michael-young-3,ACC,4,,Pittsburgh,34,49,51,33,76,211,60,16,21,458,0
Ron Riley\ron-riley-1,Pac-10,4,,Arizona State,29,39,46,31,71,144,59,50,13,458,1
Tu Holloway\terrell-holloway-1,A-10,4,,Xavier,33,41,46,34,85,107,137,41,2,458,0
Bryant Dunston\bryant-dunston-1,A-10,4,,Fordham,30,53,54,38,67,248,48,28,73,458,0
Corey Santee\corey-santee-1,CUSA,4,,Texas Christian,30,42,47,34,69,80,143,38,1,458,0
Matt Witt\matt-witt-1,OVC,4,,Eastern Kentucky,29,40,44,36,74,60,157,35,1,458,0
Omar Prewitt\omar-prewitt-1,CAA,4,,William & Mary,31,47,55,35,70,160,80,29,19,457,0
Brandon Wolfram\brandon-wolfram-1,WAC,4,,Texas-El Paso,28,58,59,33,80,183,28,21,14,457,0
Marcus Fizer\marcus-fizer-1,Big 12,3,,Iowa State,32,51,52,29,70,238,31,30,29,610,1
Gerrod Henderson\gerrod-henderson-1,Total,4,,Louisiana Tech,28,40,44,35,81,127,91,47,3,457,0
Devin Davis\devin-davis-2,MAC,4,,Miami (OH),29,49,50,33,67,256,47,34,18,457,0
Tom Pipkins\tom-pipkins-1,A-10,4,,Duquesne,28,40,44,37,75,105,71,44,6,457,0
Michael Meeks\michael-meeks-1,MAAC,4,,Canisius,29,48,50,30,73,209,37,31,45,456,0
Kerry Blackshear\kerry-blackshear-1,A-Sun,4,,Stetson,26,47,53,36,71,160,41,38,7,456,0
Jonathan Pixley\jonathan-pixley-1,A-Sun,5,,Samford,21,44,48,40,84,67,52,9,2,365,0
Morris Almond\morris-almond-1,Total,4,,Rice,30,49,51,43,83,104,29,22,16,456,1
Kevin Pangos\kevin-pangos-1,WCC,4,,Gonzaga,35,43,46,41,84,101,134,44,1,456,0
Kevin Jones\kevin-jones-5,Big East,4,,West Virginia,34,49,55,31,68,262,35,21,27,455,0
A.D. Vassallo\ad-vassallo-1,ACC,4,,Virginia Tech,33,44,50,38,79,145,55,20,15,455,0
Hollis Price\hollis-price-1,Big 12,4,,Oklahoma,34,45,49,39,86,91,115,56,4,455,0
Trevor Huffman\trevor-huffman-1,MAC,4,,Kent State,32,41,44,37,81,84,130,39,6,455,0
Curtis Jerrells\curtis-jerrells-1,Big 12,4,,Baylor,29,43,49,36,74,121,121,39,7,455,0
Wayne Smith\wayne-smith-1,A-10,4,,Duquesne,28,40,42,35,75,172,59,43,14,455,0
Josh Adams\josh-adams-1,MWC,4,,Wyoming,33,43,51,33,76,108,101,36,10,454,0
Kyle Hill\kyle-hill-1,OVC,4,,Eastern Illinois,24,46,51,39,77,105,77,40,12,454,1
R.J. Hunter\rj-hunter-1,Total,3,,Georgia State,33,42,50,35,85,158,80,63,30,606,1
Hassan Adams\hassan-adams-1,Pac-10,4,,Arizona,32,50,53,30,70,176,64,59,21,454,1
Lavell Blanchard\lavell-blanchard-1,Big Ten,4,,Michigan,28,44,46,39,81,211,41,18,10,454,0
Joe Linderman\joe-linderman-1,AEC,5,,Drexel,22,56,56,0,62,161,24,8,7,363,0
Tariq Kirksay\tariq-kirksay-1,MAAC,4,,Iona,30,49,54,35,73,231,70,51,20,453,0
Corey Lowe\corey-lowe-1,AEC,4,,Boston University,28,40,45,35,64,113,102,31,7,453,0
Tony Murphy\tony-murphy-1,MEAC,4,,Norfolk State,29,39,43,35,76,103,53,34,2,453,0
Keith Triplett\keith-triplett-1,MAC,4,,Toledo,29,44,48,36,78,152,76,69,3,453,0
Scoonie Penn\scoonie-penn-1,Total,5,,Total,24,42,52,34,76,91,94,44,2,362,1
Kendall Williams\kendall-williams-1,MWC,4,,New Mexico,34,43,47,38,77,114,154,46,4,453,0
Andrew Andrews\andrew-andrews-1,Pac-12,4,,Washington,32,39,41,35,81,135,96,37,2,453,0
Dee Brown\dee-brown-2,Big Ten,4,,Illinois,34,42,49,36,73,112,168,57,1,453,1
Keith Langford\keith-langford-1,Big 12,4,,Kansas,34,49,54,32,65,146,80,32,17,453,0
Chris Williams\chris-williams-10,ACC,4,,Virginia,29,51,58,35,72,196,63,47,24,453,0
James Anderson\james-anderson-3,Big 12,3,,Oklahoma State,33,46,54,38,80,171,54,37,20,603,1
Dahntay Jones\dahntay-jones-1,Total,5,,Total,26,45,48,33,75,119,36,26,16,362,1
Nic Moore\nic-moore-1,Total,5,,Total,27,43,44,41,84,62,128,33,1,362,0
Zendon Hamilton\zendon-hamilton-1,Big East,4,,St. John's (NY),28,48,48,0,70,237,15,17,21,452,0
Jelani Hewitt\jelani-hewitt-1,Total,5,,Georgia Southern,25,38,42,35,80,99,68,50,4,362,0
Matt Santangelo\matt-santangelo-1,WCC,4,,Gonzaga,32,40,41,39,73,109,167,28,8,452,0
Jake Sullivan\jake-sullivan-1,Big 12,4,,Iowa State,30,45,48,42,90,69,57,14,2,452,0
Malcolm Brogdon\malcolm-brogdon-1,ACC,5,,Virginia,27,43,47,37,88,112,67,23,6,361,1
A.J. Graves\aj-graves-1,Horizon,4,,Butler,32,39,44,35,90,78,79,45,2,451,0
Corey Walden\corey-walden-2,Total,5,,Total,25,50,61,35,84,93,73,58,3,361,0
Josh Akognon\josh-akognon-1,Total,5,,Total,23,41,46,37,87,62,31,20,2,361,0
Jon Brockman\jon-brockman-1,Pac-10,4,,Washington,32,53,53,NaN,61,320,33,27,4,451,1
Evan Eschmeyer\evan-eschmeyer-1,Big Ten,4,,Northwestern,28,59,59,NaN,65,248,51,23,33,451,1
Darrell Tucker\darrell-tucker-1,WCC,4,,San Francisco,27,47,49,39,77,216,22,15,11,451,0
Randolph Childress\randolph-childress-1,ACC,3,,Wake Forest,30,45,50,40,81,99,135,45,5,601,1
Venky Jois\venky-jois-1,Big Sky,4,,Eastern Washington,30,58,59,20,55,253,69,30,60,450,0
Tajuan Porter\tajuan-porter-1,Pac-10,4,,Oregon,31,39,39,38,87,72,64,25,1,450,0
J.R. Vanhoose\jr-vanhoose-1,MAC,4,,Marshall,28,56,56,0,75,271,38,24,18,450,0
J.R. Henderson\jr-henderson-1,Pac-10,4,,UCLA,31,55,55,38,64,204,51,35,17,450,1
Kyle Korver\kyle-korver-1,MVC,4,,Creighton,32,47,52,45,90,166,73,43,14,450,1
J'Nathan Bullock\jnathan-bullock-1,Horizon,4,,Cleveland State,32,43,46,31,72,204,33,31,10,450,0
Gary Buchanan\gary-buchanan-1,Big East,4,,Villanova,30,42,46,39,92,116,78,38,5,449,0
Charron Fisher\charron-fisher-1,MAAC,4,,Niagara,23,41,45,30,76,174,25,24,15,449,0
Perry Ellis\perry-ellis-1,Big 12,4,,Kansas,36,51,52,44,76,208,37,22,18,449,0
Obi Emegano\obi-emegano-2,Total,5,,Total,20,46,47,38,81,91,34,25,3,359,0
Dominique Jones\dominique-jones-1,Big East,3,,South Florida,31,44,51,32,74,172,109,48,13,599,1
Isiah Umipig\isiah-umipig-1,Total,5,,Total,25,41,44,39,83,62,62,23,0,359,0
Michael Deloach\michael-deloach-1,MEAC,4,,Norfolk State,29,48,52,30,67,110,75,52,4,449,0
Jake Cohen\jake-cohen-1,Southern,4,,Davidson,32,48,54,34,80,186,36,19,49,448,0
Ben Gordon\ben-gordon-1,Big East,3,,Connecticut,35,44,45,42,80,138,145,41,6,598,1
Rian Pearson\rian-pearson-1,Total,5,,Total,26,47,48,32,69,150,39,36,5,358,0
Andrew Wisniewski\andrew-wisniewski-1,Total,5,,Total,20,49,54,39,79,56,84,36,1,358,0
James Collins\james-collins-1,ACC,4,,Florida State,28,45,52,37,68,124,70,47,9,448,1
Bevon Robin\bevon-robin-1,A-10,4,,Fordham,27,40,47,34,81,103,110,43,3,448,0
TaShawn Thomas\tashawn-thomas-1,Total,4,,Total,32,56,56,0,62,265,56,30,65,448,0
Cleveland Melvin\cleveland-melvin-1,Big East,4,,DePaul,27,47,50,33,65,176,21,25,32,448,0
Tamar Slay\tamar-slay-1,MAC,4,,Marshall,28,44,49,38,75,126,62,35,13,448,1
Michael Dickerson\michael-dickerson-1,Pac-10,4,,Arizona,32,46,49,37,73,120,47,26,6,447,1
Brandon Johnson\brandon-johnson-3,WCC,5,,San Diego,26,41,44,34,69,91,105,48,0,358,0
Ian Chadwick\ian-chadwick-1,Southern,4,,Wofford,27,40,44,36,79,90,50,27,2,447,0
Antonio Daniels\antonio-daniels-1,MAC,4,,Bowling Green State,27,51,54,40,76,80,143,41,7,447,1
